"1","Afghanistan","Kabul","34.5166667","69.1833344","1808.0"
"2","Afghanistan","Kandahar","31.6100000","65.6999969","1015.0"
"3","Afghanistan","Mazar-e Sharif","36.7069444","67.1122208","369.0"
"4","Afghanistan","Herat","34.3400000","62.1899986","927.0"
"5","Afghanistan","Jalalabad","34.4200000","70.4499969","573.0"
"6","Afghanistan","Konduz","36.7200000","68.8600006","394.0"
"7","Afghanistan","Ghazni","33.5535554","68.4268875","2175.0"
"8","Afghanistan","Balkh","36.7586111","66.8961105","328.0"
"9","Afghanistan","Baghlan","36.1200000","68.6999969","565.0"
"10","Afghanistan","Gardez","33.5900000","69.2200012","2279.0"
"11","Afghanistan","Khost","33.3380556","69.9202805","1178.0"
"12","Afghanistan","Khanabad","36.6800000","69.1100006","490.0"
"13","Afghanistan","Tashqorghan","36.6952778","67.6980591","460.0"
"14","Afghanistan","Taloqan","36.7360511","69.5345078","788.0"
"15","Afghanistan","Cool urhajo","34.2654452","67.3451614","2733.0"
"16","Afghanistan","Pol-e Khomri","35.9425000","68.7191696","832.0"
"17","Afghanistan","Sheberghan","36.6672222","65.7536087","362.0"
"18","Afghanistan","Charikar","35.0136110","69.1713867","1534.0"
"19","Afghanistan","Sar-e Pol","36.2155556","65.9363861","629.0"
"20","Afghanistan","Paghman","34.5875000","68.9533310","2276.0"
"21","Afghanistan","Samangan","36.2652778","68.0166702","960.0"
"22","Afghanistan","Nawab City","31.5800000","64.3600006","775.0"
"23","Afghanistan","Gereshk","31.8188889","64.5647202","844.0"
"24","Afghanistan","Farakh","32.3700000","62.1100006","653.0"
"25","Afghanistan","Feyzabad","37.1175000","70.5797195","1235.0"
"26","Afghanistan","Sindand","33.3000000","62.1399994","1071.0"
"27","Afghanistan","Andkhvoy","36.9525000","65.1236115","319.0"
"28","Afghanistan","Rostaq","37.1275000","69.8305588","1323.0"
"29","Afghanistan","Qaravol","37.2211111","68.7799988","327.0"
"30","Afghanistan","Nahrin","36.0652778","69.1338882","1156.0"
"31","Afghanistan","Baraki Barak","33.9675000","68.9486084","1937.0"
"32","Afghanistan","At Khvajeh","37.0841667","69.4805527","474.0"
"33","Afghanistan","Eslam Qal`eh","34.6666667","61.0666656","721.0"
"34","Afghanistan","Karokh","34.4791667","62.5869446","1309.0"
"35","Afghanistan","Mehtar Lam","34.6713889","70.2094421","768.0"
"36","Afghanistan","Kushk","33.2961111","61.9527779","1126.0"
"37","Afghanistan","Shahrag","34.1083333","64.3033371","2393.0"
"38","Afghanistan","Asmar","35.0300000","71.3499985","934.0"
"39","Afghanistan","Sang-e Charak","35.8497222","66.4369431","1547.0"
"40","Afghanistan","Khash","31.5291667","62.7924995","578.0"
"41","Afghanistan","Achin","34.1200000","70.6999969","997.0"
"42","Afghanistan","Jabal os Saraj","35.1183330","69.2377777","1575.0"
"43","Afghanistan","Qarqin","37.4127778","66.0472260","250.0"
"44","Afghanistan","Mirabad","30.4352778","61.8347206","499.0"
"45","Afghanistan","Zarghun Shahr","32.8472222","68.4458313","2114.0"
"46","Afghanistan","Sangin","32.0733333","64.8338852","892.0"
"47","Afghanistan","Panjab","34.3875000","67.0233307","2707.0"
"48","Afghanistan","Uruzgan","32.9200000","66.6299973","2010.0"
"49","Afghanistan","Pul-i-Alam","33.9800000","69.0299988","1916.0"
"50","Afghanistan","Chiras","35.4166667","65.9833298","2828.0"
"51","Afghanistan","Hokumati Azraw","34.1700000","69.6399994","2278.0"
"52","Afghanistan","Qareh Bagh","34.9405556","61.7775002","950.0"
"53","Afghanistan","Kalat-i-Ghilzai","32.1000000","66.9100037","1535.0"
"54","Afghanistan","Ashkasham","36.6833333","71.5333328","3037.0"
"55","Afghanistan","Jorm","36.8666667","70.8344421","1508.0"
"56","Afghanistan","Kuhestan","34.6538889","61.1977768","734.0"
"57","Afghanistan","Tokzar","35.9488889","66.4199982","1253.0"
"58","Afghanistan","Char Burj","34.2400000","62.1899986","967.0"
"59","Afghanistan","Lar Gerd","35.4897222","66.6636124","1867.0"
"60","Afghanistan","Rudbar","30.1500000","62.5999985","573.0"
"61","Afghanistan","Farkhar","36.5722222","69.8580551","1135.0"
"62","Afghanistan","Zendeh Jan","34.3455556","61.7316666","844.0"
"63","Afghanistan","Anar Darreh","32.7622222","61.6525002","801.0"
"64","Afghanistan","Emam Saheb","37.1822222","68.9124985","340.0"
"65","Afghanistan","Darzab","35.9783333","65.3791656","1224.0"
"66","Afghanistan","`Alaqehdari Deh-e Shu","30.4347222","63.3072205","584.0"
"67","Afghanistan","Tagow Bay","35.7016667","66.0613861","1845.0"
"68","Afghanistan","Darvishan","31.1333333","64.1924973","719.0"
"69","Afghanistan","Qarchi Gak","37.0355556","66.7888870","298.0"
"70","Afghanistan","Dasht-e Archi","37.1333333","69.1666641","372.0"
"71","Afghanistan","Qal`eh Shahr","35.5483333","65.5677795","2159.0"
"72","Afghanistan","Zareh Sharan","33.1466667","68.7916641","2141.0"
"73","Afghanistan","Tir Pol","34.5952778","61.2669449","768.0"
"74","Afghanistan","Mohmand Darrah","34.2400000","70.8700027","481.0"
"75","Afghanistan","Yengi Qal`eh","37.4672222","69.6091690","481.0"
"76","Afghanistan","Tagao","34.8500000","69.6399994","1453.0"
"77","Afghanistan","Khandud","36.9488889","72.3169479","2918.0"
"78","Afghanistan","Mir Bachcheh Kowt","34.7488889","69.1191635","1691.0"
"79","Afghanistan","Dorufchah","36.4397222","70.0838852","4290.0"
"80","Afghanistan","Dahaneh-ye Ghowri","35.9075000","68.4938889","758.0"
"81","Afghanistan","Lab-Sar","36.0261111","66.8386078","1043.0"
"82","Afghanistan","Darwazkay","35.0200000","71.0400009","2508.0"
"83","Afghanistan","Munay","34.9800000","71.2500000","995.0"
"84","Afghanistan","Mulkanah","34.9400000","71.0599976","1181.0"
"85","Albania","Tirana","41.3275000","19.8188896","103.0"
"86","Albania","Durres","41.3230556","19.4413891","-9999.0"
"87","Albania","Elbasan","41.1125000","20.0822220","126.0"
"88","Albania","Vlore","40.4666667","19.4897213","58.0"
"89","Albania","Shkoder","42.0682829","19.5125771","17.0"
"90","Albania","Fier-Cifci","40.7166667","19.5666676","7.0"
"91","Albania","Korce","40.6186111","20.7808342","876.0"
"92","Albania","Berat","40.7058333","19.9522228","69.0"
"93","Albania","Lushnje","40.9419444","19.7049999","81.0"
"94","Albania","Kavaje","41.1855556","19.5569439","10.0"
"95","Albania","Lac","41.6355556","19.7130547","89.0"
"96","Albania","Gjirokaster","40.0758333","20.1388893","213.0"
"97","Albania","Patos Fshat","40.6427778","19.6508331","118.0"
"98","Albania","Kruje","41.5091667","19.7927780","870.0"
"99","Albania","Lezhe","41.7836111","19.6436119","82.0"
"100","Albania","Kucove","40.8002778","19.9166660","95.0"
"101","Albania","Kukes","42.0769444","20.4219437","339.0"
"102","Albania","Burrel","41.6102778","20.0088882","196.0"
"103","Albania","Sarande","39.8755556","20.0052776","170.0"
"104","Albania","Peshkopi","41.6850000","20.4288883","718.0"
"105","Albania","Cerrik","41.0316667","19.9758339","70.0"
"106","Albania","Shijak","41.3455556","19.5672226","57.0"
"107","Albania","Corovode","40.5041667","20.2272224","539.0"
"108","Albania","Librazhd-Qender","41.1969444","20.3355560","436.0"
"109","Albania","Tepelene","40.2958333","20.0191669","112.0"
"110","Albania","Gramsh","40.8697222","20.1844444","342.0"
"111","Albania","Bulqize","41.4916667","20.2219448","729.0"
"112","Albania","Kamez","41.3816667","19.7602787","73.0"
"113","Albania","Permet","40.2336111","20.3516674","281.0"
"114","Albania","Polican","40.6122222","20.0980549","407.0"
"115","Albania","Fushe-Kruje","41.4783333","19.7177773","41.0"
"116","Albania","Ballsh","40.5988889","19.7347221","232.0"
"117","Albania","Rreshen","41.7675000","19.8755550","129.0"
"118","Albania","Mamurras","41.5775000","19.6922226","79.0"
"119","Albania","Bajram Curri","42.3572222","20.0730553","313.0"
"120","Albania","Erseke","40.3377778","20.6788883","1024.0"
"121","Albania","Peqin","41.0461111","19.7511120","37.0"
"122","Albania","Bilisht","40.6275000","20.9899998","946.0"
"123","Albania","Selenice","40.5305556","19.6358337","113.0"
"124","Albania","Roskovec","40.7375000","19.7022228","24.0"
"125","Albania","Puke","42.0444444","19.8997231","795.0"
"126","Albania","Rrogozhine","41.0763889","19.6652775","48.0"
"127","Albania","Vore","41.3908333","19.6550007","74.0"
"128","Albania","Memaliaj","40.3516667","19.9802780","141.0"
"129","Albania","Ura Vajgurore","40.7688889","19.8777771","30.0"
"130","Albania","Himare","40.1016667","19.7447224","60.0"
"131","Albania","Koplik","42.2136111","19.4363880","71.0"
"132","Albania","Perrenjas-Fshat","41.0666667","20.5352783","562.0"
"133","Albania","Delvine","39.9511111","20.0977783","255.0"
"134","Albania","Maliq","40.7058333","20.6997223","824.0"
"135","Albania","Libohove","40.0311111","20.2630558","536.0"
"136","Albania","Shengjin","41.8136111","19.5938892","-9999.0"
"137","Albania","Leskovik","40.1513889","20.5972214","908.0"
"138","Albania","Orikum","40.3252778","19.4713898","8.0"
"139","Albania","Kelcyre","40.3130556","20.1894436","171.0"
"140","Albania","Fushe-Arrez","42.0622222","20.0166664","590.0"
"141","Albania","Rubik","41.7744444","19.7861118","262.0"
"142","Albania","Milot","41.6838889","19.7155552","49.0"
"143","Albania","Kurbnesh","41.7797222","20.0836105","833.0"
"144","Albania","Konispol","39.6588889","20.1813889","478.0"
"145","Albania","Krrabe","41.2155556","19.9713898","542.0"
"146","Albania","Fierze","42.2647222","20.0269451","474.0"
"147","Albania","Klos","41.5069444","20.0866661","275.0"
"148","Albania","Kutreq","41.3966667","19.9616661","524.0"
"149","Albania","Collak","41.3152778","19.8661118","217.0"
"150","Albania","Ballaj","41.3222222","19.8802776","276.0"
"151","Albania","Kubes","41.4166667","19.8511105","573.0"
"152","Albania","Kurte","41.4930556","19.9972229","1328.0"
"153","Albania","Melcize","41.3952778","19.8222218","130.0"
"154","Albania","Livadhet","41.4080556","19.9047222","395.0"
"155","Albania","Gurra e Vogel","41.2863889","19.8883324","240.0"
"156","Albania","Celiku","41.2761111","19.8522224","157.0"
"157","Albania","Kamere","41.4719444","19.9708328","1286.0"
"158","Albania","Mal Pjec","41.4786111","19.9547215","1155.0"
"159","Albania","Dallashi","41.2830556","19.8763885","241.0"
"160","Albania","Shejleret","41.3072222","19.8858337","253.0"
"161","Albania","Kokli","41.3091667","19.9286118","665.0"
"162","Albania","Shugyrk","41.4400000","19.9302769","429.0"
"163","Albania","Metaj","41.4933333","19.9052773","695.0"
"164","Albania","Marice","41.4216667","19.9591675","585.0"
"165","Albania","Panec","41.2847222","20.0063896","516.0"
"166","Albania","Balajt e Poshtem","41.4205556","20.1397228","1080.0"
"167","Albania","Blishte","41.4430556","20.1466675","613.0"
"168","Albania","Shengjun","41.4891667","20.1375008","577.0"
